album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
"Anuradha Paudwal Songs, Vol.1",15,3ydNWGW01gSZ4MX2byerdL,Pyar Kiya To Nibhana,spotify:track:3ydNWGW01gSZ4MX2byerdL,0.153,0.692,0.845,0,0.469,-3.775,0.146,94.004,0.519,33
"Anuradha Paudwal Songs, Vol.1",16,72gmBpkgUDAWMp0od2a6pW,Tu Pyar Hai Kisi Aur Ka,spotify:track:72gmBpkgUDAWMp0od2a6pW,0.822,0.531,0.655,0.000875,0.121,-9.146,0.0382,99.555,0.635,29
Nav Durga Aarti (Original),1,00JTJKpqv6dPNfb3h8wjNw,Shailputri Aarti,spotify:track:00JTJKpqv6dPNfb3h8wjNw,0.799,0.556,0.613,0,0.0806,-5.833,0.0428,95.951,0.479,28
Nav Durga Aarti (Original),2,2PCd5Whqrm0ta9pNiNbJ2W,Brahmacharini Aarti,spotify:track:2PCd5Whqrm0ta9pNiNbJ2W,0.826,0.561,0.604,0,0.0726,-5.755,0.0479,95.872,0.567,21
Nav Durga Aarti (Original),3,0KMviD3tiUCrLv080PoHU4,Chandraghanta Aarti,spotify:track:0KMviD3tiUCrLv080PoHU4,0.83,0.6,0.561,0,0.0646,-5.835,0.0371,95.924,0.514,23
Nav Durga Aarti (Original),4,1eoBBXbuXaPHUxThAHPfNc,Kushmanda Aarti,spotify:track:1eoBBXbuXaPHUxThAHPfNc,0.823,0.632,0.668,0,0.0732,-5.723,0.0341,95.92,0.576,17
Nav Durga Aarti (Original),5,7FlUvSTieQJ5zafi6Kk032,Skandamata Aarti,spotify:track:7FlUvSTieQJ5zafi6Kk032,0.816,0.58,0.568,0,0.0855,-5.983,0.0351,95.834,0.585,22
Nav Durga Aarti (Original),6,3WwvZL0EOzedXDNTUQyNlU,Kathyayini Aarti,spotify:track:3WwvZL0EOzedXDNTUQyNlU,0.826,0.563,0.63,0,0.0956,-5.824,0.0456,95.925,0.624,19
Nav Durga Aarti (Original),7,1TXRS8YV0XRjKgYCp3Pmhp,Kaalratri Aarti,spotify:track:1TXRS8YV0XRjKgYCp3Pmhp,0.823,0.406,0.583,0,0.0824,-6.013,0.0432,95.616,0.448,5
Nav Durga Aarti (Original),8,6YUqSnbcnPvdCmqYeiVUl5,Maha Gauri Aarti,spotify:track:6YUqSnbcnPvdCmqYeiVUl5,0.83,0.646,0.654,0,0.0901,-6.033,0.0428,95.979,0.55,5
Nav Durga Aarti (Original),9,0BddQaWztalmHUTF3jQgWa,Siddhidhatri Aarti,spotify:track:0BddQaWztalmHUTF3jQgWa,0.808,0.658,0.663,0,0.132,-5.815,0.0413,95.985,0.61,18
Gujrati Devotional Songs,1,1mr39pqks5mvO9igTLp2Fs,Mandir Meline,spotify:track:1mr39pqks5mvO9igTLp2Fs,0.932,0.355,0.59,0,0.194,-5.834,0.0799,174.527,0.644,3
Gujrati Devotional Songs,2,7Jv5JvgCgRcyqKVEkEUbSJ,He Ji Harive Nahi,spotify:track:7Jv5JvgCgRcyqKVEkEUbSJ,0.96,0.586,0.519,0.00016,0.145,-7.293,0.0886,104.247,0.642,2
Gujrati Devotional Songs,3,2R8cTaPzmED2kWWQhyPpMN,Sav Re Sonani,spotify:track:2R8cTaPzmED2kWWQhyPpMN,0.957,0.418,0.586,0.000105,0.378,-6.493,0.0699,174.172,0.646,2
Gujrati Devotional Songs,4,6FPEXfnzJ9lNB3ZtO50Z4r,Radhanu Nam,spotify:track:6FPEXfnzJ9lNB3ZtO50Z4r,0.933,0.334,0.488,3.15E-06,0.332,-9.09,0.0654,173.771,0.496,2
Gujrati Devotional Songs,5,04dm54vZ6a7h72B0mpChw6,Anane Bhagyo,spotify:track:04dm54vZ6a7h72B0mpChw6,0.975,0.342,0.345,3.56E-06,0.108,-11.847,0.0563,75.056,0.388,2
Gujrati Devotional Songs,6,2vfipPhTiafKur0ZHDV92s,Gori Jano,spotify:track:2vfipPhTiafKur0ZHDV92s,0.959,0.496,0.533,0,0.124,-11.378,0.123,175.45,0.938,1
Gujrati Devotional Songs,7,0m9VSovy2j2blj55GWzQyI,Bhuli Jawano,spotify:track:0m9VSovy2j2blj55GWzQyI,0.989,0.563,0.343,0.000372,0.149,-13.261,0.343,67.591,0.512,1
Shirdichya Shri Saibaba Mandiratil Aartya,1,7vy9ODPsueRhcpTy38tzZ4,Utha Utha Sakaljan,spotify:track:7vy9ODPsueRhcpTy38tzZ4,0.972,0.547,0.203,1.57E-05,0.105,-9.319,0.0277,75.05,0.226,4
Shirdichya Shri Saibaba Mandiratil Aartya,2,0b2P3nmViROpCltaubKIjF,Ghanshyam Sundara Shridhara,spotify:track:0b2P3nmViROpCltaubKIjF,0.35,0.449,0.534,0,0.132,-8.345,0.0269,84.877,0.805,6
Shirdichya Shri Saibaba Mandiratil Aartya,3,2M6He4UOhViZQ7o1H9P00q,Om Jay Jagdish Hare (By Anup Jalota),spotify:track:2M6He4UOhViZQ7o1H9P00q,0.565,0.511,0.519,1.05E-06,0.512,-9.653,0.0615,97.911,0.436,2
Shirdichya Shri Saibaba Mandiratil Aartya,4,2u8Sdnv8nsgl5q3KhSK2dh,Joduniya Kar Charani (Kakad Aarti),spotify:track:2u8Sdnv8nsgl5q3KhSK2dh,0.384,0.416,0.418,0,0.262,-10.062,0.0337,144.036,0.552,2
Shirdichya Shri Saibaba Mandiratil Aartya,5,3IQy8kd9mHrJuWJAdN01fF,Hari Om Shanta Karam (Mangal Snan),spotify:track:3IQy8kd9mHrJuWJAdN01fF,0.891,0.333,0.261,0,0.317,-9.078,0.067,82.744,0.57,1
Shirdichya Shri Saibaba Mandiratil Aartya,6,1C8Tf00RuVoDc3RGM634hn,Hari Om Shri (Maha Naivadya Mantra),spotify:track:1C8Tf00RuVoDc3RGM634hn,0.748,0.471,0.272,0,0.127,-11.635,0.0464,136.38,0.437,6
Shirdichya Shri Saibaba Mandiratil Aartya,7,4WQxtSGFJBKbwgtr6yokkz,Gheuni Pancharati Karu Babanchi Aarti (Madhyahan Aarti),spotify:track:4WQxtSGFJBKbwgtr6yokkz,0.241,0.499,0.513,0,0.178,-8.689,0.0588,138.145,0.54,5
Shirdichya Shri Saibaba Mandiratil Aartya,8,3YRwlGMUX3HgTKZhanvH4Z,Om Shri Sainathay Namah (Pramod Medi),spotify:track:3YRwlGMUX3HgTKZhanvH4Z,0.359,0.192,0.129,2.16E-05,0.0662,-16.113,0.0392,115.163,0.143,3
Shirdichya Shri Saibaba Mandiratil Aartya,9,7EYeQPnLXlZJIefveTl6nM,Aarti Saibaba (Dhoop Aarti) (Marathi),spotify:track:7EYeQPnLXlZJIefveTl6nM,0.253,0.47,0.534,0,0.0965,-9.598,0.0655,95.002,0.558,8
Shirdichya Shri Saibaba Mandiratil Aartya,10,7MklGQ1rEJwn4CMCo2uGx6,Hari Om Shrichate Laxmi,spotify:track:7MklGQ1rEJwn4CMCo2uGx6,0.749,0.397,0.271,0,0.293,-11.749,0.043,80.695,0.454,1
Shirdichya Shri Saibaba Mandiratil Aartya,11,56HWR1XGsVv117TGyymSL1,Sainchi 11 Vachane,spotify:track:56HWR1XGsVv117TGyymSL1,0.687,0.37,0.216,0,0.204,-8.219,0.0357,137.056,0.254,2
Shirdichya Shri Saibaba Mandiratil Aartya,12,3tF5umqeO07dhu5pLs2CPz,Om Sai Namoh Namah (Shri Sai Mantra),spotify:track:3tF5umqeO07dhu5pLs2CPz,0.438,0.505,0.387,0,0.0469,-12.622,0.0408,135.709,0.61,4
Shirdichya Shri Saibaba Mandiratil Aartya,13,507nEI5AlbkbmacaNKwwel,Sainchi Ashtotar Namavali,spotify:track:507nEI5AlbkbmacaNKwwel,0.655,0.32,0.409,0,0.161,-9.104,0.0464,96.02,0.226,1
Shirdichya Shri Saibaba Mandiratil Aartya,14,7G4Oa3j56ycVSm2ihZzZRN,Om Sai Shri Sai Jay Jay Sai (Pramod Medi),spotify:track:7G4Oa3j56ycVSm2ihZzZRN,0.877,0.308,0.142,0,0.0992,-11.301,0.0356,113.468,0.137,3
Shirdichya Shri Saibaba Mandiratil Aartya,15,4gK1HpJhVr2lBnpC7VOLbm,Ovalu Aarti Majhya Sadgurunatha (Shejarti),spotify:track:4gK1HpJhVr2lBnpC7VOLbm,0.142,0.405,0.604,0,0.166,-8.093,0.0521,150.888,0.58,5
Shiv Stotravali,1,2bjBJ6KtL6wXa4vSnKdB0E,Bara Jyotiling Stotra Part-1,spotify:track:2bjBJ6KtL6wXa4vSnKdB0E,0.994,0.299,0.21,0,0.0867,-10.027,0.0374,70.97,0.175,0
Shiv Stotravali,2,4k368DD8c6JBjYYEoUdFJl,Bara Jyotiling Stotra,spotify:track:4k368DD8c6JBjYYEoUdFJl,0.58,0.652,0.375,0,0.0996,-7.412,0.0456,142.118,0.246,0
Shiv Stotravali,3,0MdOU9T6sohTA7ud7PVbN1,Shivashtak,spotify:track:0MdOU9T6sohTA7ud7PVbN1,0.823,0.505,0.411,3.93E-06,0.0715,-7.2,0.03,149.86,0.523,3
Shiv Stotravali,4,3kaT8Emcqj8EjkkjHJIF5a,Lingastak,spotify:track:3kaT8Emcqj8EjkkjHJIF5a,0.707,0.714,0.494,0,0.0832,-6.308,0.0321,104.021,0.594,0
Shiv Stotravali,5,00ScEqAjGqqShfY8cR7CXG,Shiv Tandav Stotra,spotify:track:00ScEqAjGqqShfY8cR7CXG,0.703,0.775,0.587,0,0.122,-7.242,0.04,128.008,0.791,0
Shiv Stotravali,6,4hNo2hYq4Ymr41Io67y3yg,Vishvanayastak,spotify:track:4hNo2hYq4Ymr41Io67y3yg,0.991,0.378,0.192,1.32E-06,0.0976,-11.202,0.0542,72.318,0.23,0
Shiv Stotravali,7,4vNCsDdrGxWq2PneqZGbpn,Bilavashtakam,spotify:track:4vNCsDdrGxWq2PneqZGbpn,0.991,0.441,0.146,0,0.0883,-10.016,0.0498,101.78,0.296,0
Shiv Stotravali,8,725R5GkUdBFG6LfyfoZbUL,Om Namah Shivay Japp,spotify:track:725R5GkUdBFG6LfyfoZbUL,0.995,0.154,0.0906,3.70E-05,0.121,-13.387,0.0353,91.273,0.156,1
Shri Tuljabhavani Sahastra Mahamantra,1,3GBi032sOmjBOGoMQsfjMq,Om Nityan Nishyam Deva Naam Vachasi Madhusudan -1,spotify:track:3GBi032sOmjBOGoMQsfjMq,0.353,0.745,0.637,2.89E-06,0.0752,-11.51,0.0546,86.121,0.763,3
Shri Tuljabhavani Sahastra Mahamantra,2,5XBHZPM8VCpnNRFVZC4EFR,Om Nityan Nishyam Deva Naam,spotify:track:5XBHZPM8VCpnNRFVZC4EFR,0.351,0.737,0.634,3.45E-06,0.0709,-11.516,0.0549,86.116,0.766,0
Durga Saptsati,1,0dRyR4XuVVwxqrFTmGLPI9,Devi Kawach,spotify:track:0dRyR4XuVVwxqrFTmGLPI9,0.216,0.621,0.817,0,0.0648,-3.555,0.0683,72.005,0.568,9
Durga Saptsati,2,1qadCSiPoI90iap1mlUSiN,Keelak Mantra,spotify:track:1qadCSiPoI90iap1mlUSiN,0.413,0.722,0.742,0,0.19,-5.347,0.107,143.968,0.753,4
Durga Saptsati,3,29VrI9XSWTXcCdeDk4vrDI,Argala Stotra,spotify:track:29VrI9XSWTXcCdeDk4vrDI,0.409,0.772,0.538,0,0.0906,-5.76,0.0317,119.978,0.51,5
Durga Saptsati,4,2JoLxEkdN9ynpNixiCKoI6,Namo Devi Mahadevi,spotify:track:2JoLxEkdN9ynpNixiCKoI6,0.501,0.575,0.732,0,0.195,-7.276,0.09,75.982,0.381,5
Bewafa Sanam,1,1C0TZhqJo4hc4C78ZF5kNs,Tav Duniya Sohun Jatana,spotify:track:1C0TZhqJo4hc4C78ZF5kNs,0.741,0.47,0.725,0,0.478,-5.076,0.0386,116.514,0.874,0
Bewafa Sanam,2,4zWUsURypddgsjreWKFBec,Amal Majhi Preeti Tula,spotify:track:4zWUsURypddgsjreWKFBec,0.793,0.385,0.711,0,0.173,-6.252,0.0341,112.173,0.603,0
Bewafa Sanam,3,4OWNtEqqHGNhZeTK0xHKSj,Majhe Man Kalena Kase Tula,spotify:track:4OWNtEqqHGNhZeTK0xHKSj,0.823,0.381,0.623,5.78E-06,0.501,-5.193,0.0313,92.349,0.66,0
Bewafa Sanam,4,62Rffl68eGeebxl2ubzyBg,Tujhe Te Bhetane An Door Jaane,spotify:track:62Rffl68eGeebxl2ubzyBg,0.841,0.423,0.677,5.36E-06,0.579,-5.535,0.0455,78.395,0.61,0
Bewafa Sanam,5,43MB1Ey11uoBQPbVeKOoyh,Tu Nasshi Jari Tav Yaad Tari,spotify:track:43MB1Ey11uoBQPbVeKOoyh,0.719,0.526,0.721,0,0.416,-5.601,0.0371,120.633,0.756,0
Bewafa Sanam,6,3erY8DET5zUezY6HO8YoW7,Karu Shaklo Na Mol Preetije,spotify:track:3erY8DET5zUezY6HO8YoW7,0.803,0.38,0.658,0.000233,0.213,-5.29,0.0376,89.048,0.631,0
Bewafa Sanam,7,1zkSeYLj5xHa6FMyifsiun,Kiti Phiru Van Van Mi Ya Sukhasathi,spotify:track:1zkSeYLj5xHa6FMyifsiun,0.813,0.453,0.532,7.99E-05,0.328,-6.512,0.0269,109.201,0.682,0
Bewafa Sanam,8,4ItYDsDxFWbgm2vIJACy1s,Sakhi Ashi Ka Geli,spotify:track:4ItYDsDxFWbgm2vIJACy1s,0.787,0.521,0.603,0.000134,0.126,-6.343,0.0448,127.105,0.716,0
Bewafa Sanam,9,7w68neh5R03ZrzxHAeKZ2n,Hi Preeti Naati Mi Sodnaar Naahi,spotify:track:7w68neh5R03ZrzxHAeKZ2n,0.643,0.543,0.507,2.00E-05,0.269,-6.741,0.0381,97.534,0.568,0
Nachu Kheluya,1,5wOPmQhghrWjVuaJ9cr0cs,Khel Kheluya,spotify:track:5wOPmQhghrWjVuaJ9cr0cs,0.816,0.711,0.754,1.50E-06,0.433,-3.364,0.116,130,0.887,0
Nachu Kheluya,2,74AsPafi1fCjqzcVcqzkQr,Uthoni Sakali Ti Madhmashi,spotify:track:74AsPafi1fCjqzcVcqzkQr,0.512,0.756,0.66,0,0.241,-2.666,0.0462,120.088,0.954,0
Nachu Kheluya,3,27QCYqsCSopa7M4689RICG,Majhi Chhakuli,spotify:track:27QCYqsCSopa7M4689RICG,0.729,0.662,0.659,0,0.155,-3.043,0.0438,115.765,0.829,0
Nachu Kheluya,4,5LY5Q7bKGxsPAWK3UX6VMF,Tuntun Beduktai,spotify:track:5LY5Q7bKGxsPAWK3UX6VMF,0.641,0.665,0.705,9.39E-05,0.0985,-3.017,0.165,116.353,0.916,0
Nachu Kheluya,5,6c5JGcRXmWSjx9xfyguwqH,Laal Tanga,spotify:track:6c5JGcRXmWSjx9xfyguwqH,0.786,0.802,0.752,0.000207,0.601,-1.864,0.0782,126.142,0.964,0
Nachu Kheluya,6,2c8ElNWlpHdRkIV7yU5Wfk,Maaru Beduk Udi,spotify:track:2c8ElNWlpHdRkIV7yU5Wfk,0.609,0.451,0.765,0,0.324,-2.246,0.0729,147.965,0.916,0
Nachu Kheluya,7,1pPo0kLVs6wNyhvzuT1xf1,Ye Ye Tai,spotify:track:1pPo0kLVs6wNyhvzuT1xf1,0.635,0.674,0.544,0,0.269,-2.986,0.0404,122.156,0.899,0
Nachu Kheluya,8,3XQUFLDx317l9QrAWvZ7iu,Kavala Mhane Mi Kala,spotify:track:3XQUFLDx317l9QrAWvZ7iu,0.506,0.488,0.599,0,0.0558,-2.525,0.0475,90.298,0.604,0
Nachu Kheluya,9,1hM6gFC9VEpj4pHW7OJnV9,Motya Shik Re,spotify:track:1hM6gFC9VEpj4pHW7OJnV9,0.773,0.761,0.699,0,0.13,-3.216,0.121,132.983,0.915,0
Nachu Kheluya,10,6FGvjwmw2lxfWNAdRdjXvN,Ti Majhi Aai,spotify:track:6FGvjwmw2lxfWNAdRdjXvN,0.727,0.718,0.435,4.08E-06,0.166,-3.144,0.0417,110.234,0.54,0
Shri Mangesh Aaradhana,1,6esPH5fgpAPbopHjBIXcMP,Trahi Trahi Mangesha-Shlok,spotify:track:6esPH5fgpAPbopHjBIXcMP,0.955,0.399,0.239,0,0.183,-7.967,0.0309,86.65,0.403,0
Shri Mangesh Aaradhana,2,3d3aHaueC5SAmFUdY2XWBe,Utha Shiv Shankara-Bhupali,spotify:track:3d3aHaueC5SAmFUdY2XWBe,0.449,0.361,0.462,0,0.195,-7.622,0.0501,177.151,0.233,0
Shri Mangesh Aaradhana,3,7u7A1X45v2WDa6BwP3Vbcs,Deva Bhavani Vara (Stavan),spotify:track:7u7A1X45v2WDa6BwP3Vbcs,0.919,0.492,0.374,0,0.267,-8.023,0.0349,140.681,0.226,0
Shri Mangesh Aaradhana,4,51VeuaDqRP3OEei8z5Doi7,Rathnai Kalpitham Asanam (Shri Shiv Manas Puja),spotify:track:51VeuaDqRP3OEei8z5Doi7,0.985,0.492,0.231,0,0.216,-9.465,0.0445,130.97,0.36,0
Shri Mangesh Aaradhana,5,58Ns3TGpQQcPeeUzxKvwOU,Mangesh Namakam Devam-Shlok,spotify:track:58Ns3TGpQQcPeeUzxKvwOU,0.977,0.419,0.183,0,0.157,-9.683,0.0465,83.351,0.232,0
Shri Mangesh Aaradhana,6,4F0FFdIfQLlHJtyrnDp9ew,Atha Shri Mangesh Dvadash Naam Stotram,spotify:track:4F0FFdIfQLlHJtyrnDp9ew,0.636,0.698,0.32,0,0.175,-8.151,0.0292,96.485,0.224,0
Shri Mangesh Aaradhana,7,5WLncq5zPSJLrY4ocqr8tQ,Shri Mangesha Tav Sharanam,spotify:track:5WLncq5zPSJLrY4ocqr8tQ,0.889,0.596,0.337,1.06E-06,0.317,-9.866,0.0352,147.46,0.378,0
Shri Mangesh Aaradhana,8,62HNv7ByNDRC82WzANTvA8,Shri Mangesh Devache Naam Je Japati,spotify:track:62HNv7ByNDRC82WzANTvA8,0.972,0.508,0.222,0,0.238,-9.554,0.0433,85.631,0.217,0
Shri Mangesh Aaradhana,9,3BqpNkj5F3O1RMKUQXn1xj,Omkaram Bindu Sanyuktam (Shri Shiv Sahastra Stotram),spotify:track:3BqpNkj5F3O1RMKUQXn1xj,0.98,0.321,0.204,4.04E-06,0.253,-9.591,0.0351,75.537,0.293,0
Shri Mangesh Aaradhana,10,43i1B2bfOLttol2oaBCXrK,Saurashtre Somanatham Cha (Dwadash Jyotirling Stotra),spotify:track:43i1B2bfOLttol2oaBCXrK,0.981,0.354,0.213,1.89E-06,0.325,-9.341,0.0321,133.271,0.132,4
Shri Mangesh Aaradhana,11,6xOOnRGfb3aZKKB2ZL1nJL,Dinanatha Dindayala Karunakar Swami,spotify:track:6xOOnRGfb3aZKKB2ZL1nJL,0.717,0.755,0.429,0,0.291,-9.194,0.0968,85.843,0.665,0
Shri Mangesh Aaradhana,12,6tSEDgY4BXbbcxQlMG0RZ2,Vishvesh Vishvajanan (Shri Shiv Strotra),spotify:track:6tSEDgY4BXbbcxQlMG0RZ2,0.978,0.398,0.208,0,0.371,-11.419,0.0388,166.513,0.391,0
Shri Mangesh Aaradhana,13,7lK3GZB0YIhciey678oiK8,Jay Dev Jay Dev Jay Jay Mangesha (Aarti),spotify:track:7lK3GZB0YIhciey678oiK8,0.763,0.722,0.516,0,0.369,-6.913,0.0323,99.024,0.599,0
Shri Mangesh Aaradhana,14,75zi3CjteRRwqGtNVXbkjx,Mangesha Maharudra Jay Jay Parvativara,spotify:track:75zi3CjteRRwqGtNVXbkjx,0.719,0.617,0.487,0,0.459,-7.283,0.0332,95.433,0.684,0
Shri Mangesh Aaradhana,15,5DWv1DVzzC6N4RQGMKnS35,Jay Dev Jay Dev Jay Shri Mangesha (Aarti),spotify:track:5DWv1DVzzC6N4RQGMKnS35,0.774,0.62,0.526,0,0.407,-5.536,0.0295,95.464,0.581,0
Shri Mangesh Aaradhana,16,0BXF1dPlyGsvk2fVKwz6Uz,Karpur Gauram,spotify:track:0BXF1dPlyGsvk2fVKwz6Uz,0.984,0.371,0.214,0,0.178,-11.679,0.0392,74.029,0.387,0
Shri Mangesh Aaradhana,17,5Ov7FcEYt4YeeVa0YN0QZs,Jay Dev Jay Dev Jay Shri Mangesha,spotify:track:5Ov7FcEYt4YeeVa0YN0QZs,0.675,0.615,0.617,1.73E-06,0.292,-6.618,0.0331,96.996,0.698,0
Shri Shantadurga Vijayate,1,79RnJMVyIxpU6PXVab3WaR,Namo Devyai Maha Devyai,spotify:track:79RnJMVyIxpU6PXVab3WaR,0.913,0.58,0.73,0,0.254,-8.161,0.0623,124.319,0.708,0
Shri Shantadurga Vijayate,2,2B7GfdyoIxmcLOogxuenKY,Katha Hi Purani Devadhikanchi,spotify:track:2B7GfdyoIxmcLOogxuenKY,0.811,0.578,0.358,0,0.336,-7.942,0.0325,140.196,0.367,0
Shri Shantadurga Vijayate,3,4UbZI3ffj1OdVMz84dewty,Ashi Mazhi Aahe Shanta Durga,spotify:track:4UbZI3ffj1OdVMz84dewty,0.626,0.521,0.54,0,0.266,-6.61,0.0331,96.778,0.645,0
Shri Shantadurga Vijayate,4,5iVql2PekX0JwOXKDmshZM,Shri Shanta Durga Mahamaye,spotify:track:5iVql2PekX0JwOXKDmshZM,0.629,0.693,0.499,0,0.0876,-9.25,0.0301,96.582,0.202,0
Shri Shantadurga Vijayate,5,11cbdTWiCReGD2CRU3fKtH,Shri Ganeshay Namah (Kavach Stotra),spotify:track:11cbdTWiCReGD2CRU3fKtH,0.988,0.504,0.272,0,0.0809,-10.169,0.0499,85.845,0.347,2
Shri Shantadurga Vijayate,6,5p2RFdw4k8vQy7cVVSP3NS,Tuzhya Roopachi Tuzhya Krupechi,spotify:track:5p2RFdw4k8vQy7cVVSP3NS,0.526,0.581,0.485,0,0.133,-6.234,0.0381,88.872,0.311,0
Shri Shantadurga Vijayate,7,5AdRSJJZci1viWkQgIU33M,Atha Dhyanam (108 Naam Stotra),spotify:track:5AdRSJJZci1viWkQgIU33M,0.989,0.494,0.268,0,0.339,-8.8,0.0427,89.23,0.24,0
Shri Shantadurga Vijayate,8,1ZdVOdMOpgVRkeN2R6C2Pt,Mazhe Shantadurge Mate Tuzhi Oti Mi Bharite,spotify:track:1ZdVOdMOpgVRkeN2R6C2Pt,0.797,0.547,0.574,0,0.428,-6.613,0.0786,171.633,0.553,0
Shri Shantadurga Vijayate,9,1As8afEdI3Ki89CMj4PDRY,Shanti Mate Shataya Hridaye (Pranati Stotram),spotify:track:1As8afEdI3Ki89CMj4PDRY,0.987,0.552,0.294,0,0.0672,-10.85,0.0422,94.59,0.533,0
Shri Shantadurga Vijayate,10,1E5scZcMYZqsV391oM6v37,Chatu Salori,spotify:track:1E5scZcMYZqsV391oM6v37,0.989,0.504,0.245,3.14E-06,0.0641,-10.679,0.0479,83.383,0.366,0
Shri Shantadurga Vijayate,11,4lw0C5LDc4OQWmsYAro5cU,Durge Durghat Bhari,spotify:track:4lw0C5LDc4OQWmsYAro5cU,0.769,0.486,0.471,0,0.293,-8.354,0.0325,97.068,0.555,1
Shri Shantadurga Vijayate,12,6dmIo5UWLnQ7Mw7zvD0eSY,Saumya Shabdeukokar Vache Uchar,spotify:track:6dmIo5UWLnQ7Mw7zvD0eSY,0.797,0.641,0.486,0,0.271,-8.01,0.0317,95.262,0.575,1
Shri Shantadurga Vijayate,13,6dr7vRGDRXOBPvFEBL6j6N,Ghalin Lotangan Vandin Charan,spotify:track:6dr7vRGDRXOBPvFEBL6j6N,0.686,0.43,0.688,0,0.381,-7.423,0.0451,97.549,0.818,1
Shri Shantadurga Vijayate,14,75fAgGTUKrRjkFxTUF4BdB,Aalo Tula Mi Sharan Bhavani (Pranati Stotram),spotify:track:75fAgGTUKrRjkFxTUF4BdB,0.987,0.475,0.189,0,0.102,-11.009,0.0415,126.565,0.604,0
The Enchanting Voice Of Bhupinder Singh,1,7t75qT94Udl4sZac2FmRBG,Ajab Hai Zindagi Ajab,spotify:track:7t75qT94Udl4sZac2FmRBG,0.995,0.302,0.198,0.838,0.122,-14.078,0.0455,64.048,0.258,2
The Enchanting Voice Of Bhupinder Singh,2,14uacDuhJ1Fmsoq5pj3Tll,Kobe Je Kothay,spotify:track:14uacDuhJ1Fmsoq5pj3Tll,0.874,0.237,0.443,4.87E-06,0.109,-9.466,0.0358,163.357,0.391,21
The Enchanting Voice Of Bhupinder Singh,3,5zz3LaQejF8khdb3m36nmI,Har-Ek Ranj Mein,spotify:track:5zz3LaQejF8khdb3m36nmI,0.85,0.543,0.296,1.18E-06,0.0871,-11.473,0.0339,109.032,0.511,1
The Enchanting Voice Of Bhupinder Singh,4,21GfVViuN5I0InQINUcNiA,Dekha Nehi Tumhe,spotify:track:21GfVViuN5I0InQINUcNiA,0.859,0.385,0.459,2.89E-05,0.189,-9.082,0.0298,119.217,0.863,1
The Enchanting Voice Of Bhupinder Singh,5,0ckm0tSPKd8W2XJd30miST,Ishq Mein Jalte Rahe,spotify:track:0ckm0tSPKd8W2XJd30miST,0.825,0.629,0.342,0.000123,0.118,-11.619,0.0332,109.128,0.323,1
The Enchanting Voice Of Bhupinder Singh,6,5dveiV4zcL81zlXss8ifkC,Raat Banoo Main,spotify:track:5dveiV4zcL81zlXss8ifkC,0.766,0.542,0.341,7.28E-06,0.0992,-11.181,0.0305,110.192,0.696,7
The Enchanting Voice Of Bhupinder Singh,7,1sA6g8k82mZGx5MhdGxPwy,Mone Je Hoy Pratham,spotify:track:1sA6g8k82mZGx5MhdGxPwy,0.544,0.575,0.777,4.87E-05,0.321,-4.937,0.0332,120.532,0.733,1
The Enchanting Voice Of Bhupinder Singh,8,7JRXi45or8UtCzloSjlOA9,Jibanachya Khinna Bata,spotify:track:7JRXi45or8UtCzloSjlOA9,0.961,0.426,0.236,0.00179,0.113,-15.702,0.0356,96.39,0.244,0
The Enchanting Voice Of Bhupinder Singh,9,7LLv2MoiY3fyF3pCpFJzj2,Mi Tithe Tu Tithe,spotify:track:7LLv2MoiY3fyF3pCpFJzj2,0.993,0.381,0.301,0.0743,0.106,-12.233,0.0293,85.783,0.478,0
The Enchanting Voice Of Bhupinder Singh,10,3ZQipOCV8rrFnGJ7HH6JiH,Ulti Ho Gaeen Sab,spotify:track:3ZQipOCV8rrFnGJ7HH6JiH,0.92,0.554,0.234,0,0.141,-12.603,0.0322,111.047,0.321,0
Tomader Ashirbader Ei - Magnificent Rafi,1,0xy8lSebDSm9PkhR5tXioR,Tomader Ashirbade,spotify:track:0xy8lSebDSm9PkhR5tXioR,0.988,0.569,0.413,0.815,0.37,-12.368,0.0412,80.183,0.474,6
Tomader Ashirbader Ei - Magnificent Rafi,2,3bu1t0xOn8X1z8QaaH0iav,Bhakto Ki Laaj Bachayee,spotify:track:3bu1t0xOn8X1z8QaaH0iav,0.96,0.444,0.53,0,0.359,-10.459,0.0496,89.161,0.803,5
Tomader Ashirbader Ei - Magnificent Rafi,3,5YzWfOp2PxqfC470aC3nQx,Tar Chokhe Neme Aasa,spotify:track:5YzWfOp2PxqfC470aC3nQx,0.99,0.525,0.335,0.907,0.0976,-12.964,0.0452,101.565,0.602,7
Tomader Ashirbader Ei - Magnificent Rafi,4,6jqvlpyr35p2nPvzA5unUu,Chal Gori Chal,spotify:track:6jqvlpyr35p2nPvzA5unUu,0.718,0.414,0.638,2.53E-05,0.103,-9.145,0.0428,133.085,0.806,7
Tomader Ashirbader Ei - Magnificent Rafi,5,6N8c2LZXPzN9uegCL3cjVJ,Hai Nambo,spotify:track:6N8c2LZXPzN9uegCL3cjVJ,0.992,0.533,0.616,0.911,0.088,-12.355,0.0738,94.041,0.753,5
